@RELATION "dataset ONOS"

@ATTRIBUTE Src-Port NUMERIC
@ATTRIBUTE Dst-Port NUMERIC
@ATTRIBUTE Total-Len-Fwd-Pkts NUMERIC
@ATTRIBUTE Total-Len-Bwd-Pkts NUMERIC
@ATTRIBUTE Fwd-Pkt-Len-Min NUMERIC
@ATTRIBUTE Pkt-Len-Mean NUMERIC
@ATTRIBUTE Flow-IAT-Min NUMERIC
@ATTRIBUTE Fwd-IAT-Min NUMERIC
@ATTRIBUTE Bwd-IAT-Mean NUMERIC
@ATTRIBUTE Fwd-PSH-Flags NUMERIC
@ATTRIBUTE PSH-Flag-Cnt NUMERIC
@ATTRIBUTE ACK-Flag-Cnt NUMERIC
@ATTRIBUTE Label {0, 1}

@DATA
56332,21,811,856,52,64,1,4,16,6,14,25,0
56332,21,811,856,52,64,1,4,16,6,14,25,0
47082,8180,763,9395,52,461,2,4,10,1,2,21,0
20,38627,665,164,52,103,5,8,16,1,1,7,0
56342,21,812,856,52,64,0,5,15,6,14,25,0
56342,21,812,856,52,64,0,5,15,6,14,25,0
47094,8180,763,9395,52,461,1,4,9,1,2,21,0
37306,22,4908,5358,52,218,1,4,451,13,25,46,0
37306,22,4908,5358,52,218,1,4,451,13,25,46,0
37308,22,4908,5358,52,218,1,4,451,13,25,46,0
42000,139,100,60,40,53,19,31,0,0,0,1,0
55400,445,216,164,52,54,6,6,16,0,0,6,0
20,38759,665,164,52,103,5,10,17,1,1,7,0
56364,21,812,856,52,64,3,4,17,6,14,25,0
56364,21,812,856,52,64,3,4,17,6,14,25,0
20,44543,665,164,52,103,6,10,18,1,1,7,0
56366,21,812,804,52,64,3,5,17,6,14,24,0
42012,139,100,60,40,53,27,33,0,0,0,1,0
55412,445,216,164,52,54,5,5,22,0,0,6,0
37214,80,446,1340,52,178,4,4,18,1,2,9,0
54464,25,282,271,40,61,3,4,2815,1,2,7,0
54444,25,282,271,40,61,3,4,3151,1,2,7,0
25,54464,113,40,113,76,0,0,0,1,1,1,0
25,54444,113,40,113,76,0,0,0,1,1,1,0
37218,80,446,1340,52,178,4,4,16,1,2,9,0
37222,80,446,1340,52,178,5,5,18,1,2,9,0
42028,139,100,60,40,53,19,30,0,0,0,1,0
55428,445,216,164,52,54,6,7,17,0,0,6,0
20,40089,665,164,52,103,1,9,16,1,1,7,0
56392,21,812,856,52,64,2,4,19,6,14,25,0
56392,21,812,856,52,64,2,4,19,6,14,25,0
37352,22,4908,5358,52,218,1,5,451,13,25,46,0
37352,22,4908,5358,52,218,1,5,451,13,25,46,0
20,51579,665,164,52,103,4,8,15,1,1,7,0
56398,21,812,856,52,64,1,5,15,6,14,25,0
56398,21,812,856,52,64,1,5,15,6,14,25,0
42040,139,100,60,40,53,14,24,0,0,0,1,0
55440,445,216,164,52,54,7,7,15,0,0,6,0
47150,8180,763,9395,52,461,2,4,9,1,2,21,0
37362,22,4908,5358,52,218,1,5,452,13,25,46,0
37362,22,4908,5358,52,218,1,5,452,13,25,46,0
20,52959,665,164,52,103,5,8,14,1,1,7,0
56410,21,760,856,52,64,2,4,14,6,14,24,0
37250,80,446,1340,52,178,4,4,22,1,2,9,0
54500,25,282,384,40,66,2,4,2232,1,3,8,0
54500,25,282,384,40,66,2,4,2232,1,3,8,0
54500,25,40,0,40,40,0,0,0,0,0,0,0
54496,25,282,384,40,66,1,4,2283,1,3,8,0
54496,25,282,384,40,66,1,4,2283,1,3,8,0
54496,25,40,0,40,40,0,0,0,0,0,0,0
37372,22,4892,4318,52,195,1,4,391,13,25,46,0
37372,22,4892,4318,52,195,1,4,391,13,25,46,0
42058,139,100,60,40,53,16,24,0,0,0,1,0
55458,445,216,164,52,54,6,6,20,0,0,6,0
54510,25,282,384,40,66,1,7,2506,1,3,8,0
54510,25,282,384,40,66,1,7,2506,1,3,8,0
54510,25,40,0,40,40,0,0,0,0,0,0,0
37380,22,4840,4318,52,199,3,4,453,13,25,45,0
20,42651,665,164,52,103,6,13,23,1,1,7,0
56428,21,812,856,52,64,2,4,19,6,14,25,0
56428,21,812,856,52,64,2,4,19,6,14,25,0
37280,80,446,1340,52,178,4,4,15,1,2,9,0
37282,80,446,1340,52,178,5,5,20,1,2,9,0
54518,25,282,271,40,61,4,4,3336,1,2,7,0
25,54518,113,40,113,76,0,0,0,1,1,1,0
54526,25,282,271,40,61,1,4,3336,1,2,7,0
25,54526,113,40,113,76,0,0,0,1,1,1,0
37404,22,4908,5358,52,218,1,4,449,13,25,46,0
37404,22,4908,5358,52,218,1,4,449,13,25,46,0
20,43715,665,164,52,103,5,9,16,1,1,7,0
56450,21,812,856,52,64,2,3,13,6,14,25,0
56450,21,812,856,52,64,2,3,13,6,14,25,0
54544,25,282,384,40,66,2,4,1830,1,3,8,0
54544,25,40,0,40,40,0,0,0,0,0,0,0
54542,25,282,384,40,66,8,4,1841,1,3,8,0
54542,25,40,0,40,40,0,0,0,0,0,0,0
47208,8180,763,9395,52,461,1,3,9,1,2,21,0
42110,139,100,60,40,53,12,32,0,0,0,1,0
55510,445,216,164,52,54,6,7,16,0,0,6,0
54556,25,282,271,40,61,2,4,3335,1,2,7,0
25,54556,113,40,113,76,0,0,0,1,1,1,0
37430,22,4908,5358,52,218,1,4,449,13,25,46,0
37430,22,4908,5358,52,218,1,4,449,13,25,46,0
37432,22,4908,5358,52,218,1,5,452,13,25,46,0
37432,22,4908,5358,52,218,1,5,452,13,25,46,0
47224,8180,763,9395,52,461,1,4,9,1,2,21,0
37316,80,446,1340,52,178,5,5,18,1,2,9,0
47228,8180,763,9395,52,461,2,4,9,1,2,21,0
20,47137,665,164,52,103,4,7,16,1,1,7,0
56484,21,811,856,52,64,3,4,17,6,14,25,0
56484,21,811,856,52,64,3,4,17,6,14,25,0
47234,8180,763,9395,52,461,1,4,10,1,2,21,0
37446,22,4908,5358,52,218,3,4,362,13,25,46,0
37446,22,4908,5358,52,218,3,4,362,13,25,46,0
42132,139,100,60,40,53,12,18,0,0,0,1,0
55532,445,216,164,52,54,4,4,15,0,0,6,0
42136,139,100,60,40,53,12,20,0,0,0,1,0
55536,445,216,164,52,54,5,5,16,0,0,6,0
47246,8180,763,9395,52,461,2,4,9,1,2,21,0
37340,80,446,1340,52,178,5,5,19,1,2,9,0
20,50945,665,164,52,103,5,7,14,1,1,7,0
56508,21,810,856,52,64,1,5,13,6,14,25,0
56508,21,810,856,52,64,1,5,13,6,14,25,0
54594,25,282,384,40,66,5,5,2503,1,3,8,0
54594,25,40,0,40,40,0,0,0,0,0,0,0
37466,22,4840,4318,52,199,1,5,450,13,25,45,0
37468,22,4892,4318,52,195,1,4,450,13,25,46,0
37468,22,4892,4318,52,195,1,4,450,13,25,46,0
47260,8180,763,9395,52,461,1,5,9,1,2,21,0
37472,22,4908,5358,52,218,1,4,395,13,25,46,0
37472,22,4908,5358,52,218,1,4,395,13,25,46,0
42158,139,100,60,40,53,20,25,0,0,0,1,0
55558,445,216,164,52,54,5,5,16,0,0,6,0
20,57513,665,164,52,103,5,9,16,1,1,7,0
56524,21,812,856,52,64,1,4,14,6,14,25,0
56524,21,812,856,52,64,1,4,14,6,14,25,0
42166,139,100,60,40,53,12,25,0,0,0,1,0
55566,445,216,164,52,54,6,6,18,0,0,6,0
20,46899,665,164,52,103,5,9,16,1,1,7,0
56534,21,811,856,52,64,1,5,15,6,14,25,0
56534,21,811,856,52,64,1,5,15,6,14,25,0
42176,139,100,60,40,53,12,21,0,0,0,1,0
55576,445,216,164,52,54,6,6,16,0,0,6,0
20,39245,665,164,52,103,5,8,17,1,1,7,0
56544,21,811,856,52,64,0,4,14,6,14,25,0
56544,21,811,856,52,64,0,4,14,6,14,25,0
54620,25,282,384,40,66,1,5,2503,1,3,8,0
54620,25,282,384,40,66,1,5,2503,1,3,8,0
54620,25,40,0,40,40,0,0,0,0,0,0,0
37506,22,4892,4318,52,195,1,4,452,13,25,46,0
47300,8180,763,9395,52,461,2,4,9,1,2,21,0
37512,22,4908,5358,52,218,1,5,451,13,25,46,0
37512,22,4908,5358,52,218,1,5,451,13,25,46,0
20,59469,665,164,52,103,5,10,17,1,1,7,0
56558,21,811,856,52,64,0,5,15,6,14,25,0
56558,21,811,856,52,64,0,5,15,6,14,25,0
37396,80,446,1340,52,178,5,5,17,1,2,9,0
54652,25,282,384,40,66,3,5,2505,1,3,8,0
54652,25,40,0,40,40,0,0,0,0,0,0,0
37522,22,4892,4318,52,195,1,4,449,13,25,46,0
37522,22,4892,4318,52,195,1,4,449,13,25,46,0
37524,22,4908,5358,52,218,2,4,451,13,25,46,0
37406,80,446,1340,52,178,4,4,15,1,2,9,0
37528,22,4908,5358,52,218,1,4,404,13,25,46,0
47320,8180,763,9395,52,461,2,4,10,1,2,21,0
47322,8180,763,9395,52,461,1,4,9,1,2,21,0
37546,22,4908,5358,52,218,7,4,451,13,25,46,0
37548,22,4908,5358,52,218,1,4,450,13,25,46,0
37548,22,4908,5358,52,218,1,4,450,13,25,46,0
47340,8180,763,9395,52,461,1,4,8,1,2,21,0
20,32803,665,164,52,103,5,7,14,1,1,7,0
56596,21,759,856,52,64,2,4,13,6,14,24,0
20,47059,665,164,52,103,4,9,15,1,1,7,0
56598,21,812,856,52,64,1,4,14,6,14,25,0
56598,21,812,856,52,64,1,4,14,6,14,25,0
37556,22,4892,4318,52,195,2,4,399,13,25,46,0
37558,22,4892,4318,52,195,3,3,450,13,25,46,0
37558,22,4892,4318,52,195,3,3,450,13,25,46,0
37560,22,4908,5358,52,218,3,4,449,13,25,46,0
47354,8180,763,9395,52,461,5,4,10,1,2,21,0
37568,22,4908,5358,52,218,1,4,384,13,25,46,0
37568,22,4908,5358,52,218,1,4,384,13,25,46,0
42254,139,100,60,40,53,21,26,0,0,0,1,0
55654,445,216,164,52,54,5,5,16,0,0,6,0
47364,8180,763,9395,52,461,1,5,8,1,2,21,0
37456,80,446,1340,52,178,4,4,17,1,2,9,0
20,42571,665,164,52,103,2,4,13,1,1,7,0
56622,21,811,856,52,64,1,4,13,6,14,25,0
56622,21,811,856,52,64,1,4,13,6,14,25,0
37462,80,446,1340,52,178,5,5,17,1,2,9,0
37584,22,4892,4318,52,195,0,4,450,13,25,46,0
37584,22,4892,4318,52,195,0,4,450,13,25,46,0
37586,22,4908,5358,52,218,2,4,450,13,25,46,0
37586,22,4908,5358,52,218,2,4,450,13,25,46,0
42272,139,100,60,40,53,14,23,0,0,0,1,0
55672,445,216,164,52,54,6,6,19,0,0,6,0
20,55275,665,164,52,103,4,9,15,1,1,7,0
56636,21,812,856,52,64,3,3,16,6,14,25,0
56636,21,812,856,52,64,3,3,16,6,14,25,0
42278,139,100,60,40,53,23,29,0,0,0,1,0
55678,445,216,164,52,54,4,5,13,0,0,6,0
37478,80,446,1340,52,178,4,4,19,1,2,9,0
37480,80,446,1340,52,178,4,4,17,1,2,9,0
37484,80,446,1340,52,178,4,4,16,1,2,9,0
37486,80,446,1340,52,178,4,4,16,1,2,9,0
37488,80,446,1340,52,178,3,3,16,1,2,9,0
37490,80,446,1340,52,178,5,5,17,1,2,9,0
42296,139,100,60,40,53,17,27,0,0,0,1,0
55696,445,216,164,52,54,7,7,20,0,0,6,0
37498,80,446,1340,52,178,5,5,19,1,2,9,0
47410,8180,763,9395,52,461,2,5,9,1,2,21,0
42308,139,100,60,40,53,12,25,0,0,0,1,0
55708,445,216,164,52,54,6,6,13,0,0,6,0
54754,25,282,271,40,61,1,4,2631,1,2,7,0
25,54754,113,40,113,76,0,0,0,1,1,1,0
37628,22,4908,5358,52,218,1,4,344,13,25,46,0
20,46563,665,164,52,103,4,7,14,1,1,7,0
56674,21,812,856,52,64,1,3,12,6,14,25,0
56674,21,812,856,52,64,1,3,12,6,14,25,0
42320,139,100,60,40,53,18,38,0,0,0,1,0
55720,445,216,164,52,54,10,11,25,0,0,6,0
37520,80,446,1340,52,178,6,6,21,1,2,9,0
37524,80,446,1340,52,178,4,4,18,1,2,9,0
42330,139,100,60,40,53,18,32,0,0,0,1,0
55730,445,216,164,52,54,6,7,20,0,0,6,0
20,42373,665,164,52,103,3,10,18,1,1,7,0
56694,21,812,856,52,64,0,5,18,6,14,25,0
56694,21,812,856,52,64,0,5,18,6,14,25,0
42336,139,100,60,40,53,17,29,0,0,0,1,0
55736,445,216,164,52,54,7,7,21,0,0,6,0
37536,80,446,1340,52,178,5,5,17,1,2,9,0
37658,22,4892,4318,52,195,2,4,451,13,25,46,0
47450,8180,763,9395,52,461,1,4,10,1,2,21,0
37664,22,4892,4318,52,195,1,4,449,13,25,46,0
37664,22,4892,4318,52,195,1,4,449,13,25,46,0
37546,80,446,1340,52,178,5,5,17,1,2,9,0
37668,22,4892,4318,52,195,1,5,397,13,25,46,0
47468,8180,763,9395,52,461,1,4,9,1,2,21,0
47470,8180,763,9395,52,461,1,4,8,1,2,21,0
54802,25,282,271,40,61,3,5,3336,1,2,7,0
25,54802,113,40,113,76,0,0,0,1,1,1,0
37682,22,4892,4318,52,195,1,4,449,13,25,46,0
47474,8180,763,9395,52,461,1,4,9,1,2,21,0
42370,139,100,60,40,53,15,25,0,0,0,1,0
55770,445,216,164,52,54,7,7,20,0,0,6,0
47480,8180,763,9395,52,461,5,5,10,1,2,21,0
37692,22,4908,5358,52,218,1,4,450,13,25,46,0
37692,22,4908,5358,52,218,1,4,450,13,25,46,0
42378,139,100,60,40,53,24,30,0,0,0,1,0
55778,445,216,164,52,54,4,4,18,0,0,6,0
37584,80,446,1340,52,178,5,6,18,1,2,9,0
42390,139,100,60,40,53,12,23,0,0,0,1,0
55790,445,216,164,52,54,6,7,15,0,0,6,0
37710,22,4908,5358,52,218,1,5,450,13,25,46,0
37710,22,4908,5358,52,218,1,5,450,13,25,46,0
20,38143,665,164,52,103,5,8,15,1,1,7,0
56756,21,812,856,52,64,2,4,14,6,14,25,0
56756,21,812,856,52,64,2,4,14,6,14,25,0
37714,22,4892,4318,52,195,1,3,449,13,25,46,0
37714,22,4892,4318,52,195,1,3,449,13,25,46,0
47506,8180,763,9395,52,461,2,4,9,1,2,21,0
42408,139,100,60,40,53,20,40,0,0,0,1,0
55808,445,216,164,52,54,6,7,16,0,0,6,0
42420,139,100,60,40,53,28,37,0,0,0,1,0
55820,445,216,164,52,54,4,4,15,0,0,6,0
20,52217,665,164,52,103,4,11,19,1,1,7,0
56784,21,812,856,52,64,1,4,15,6,14,25,0
56784,21,812,856,52,64,1,4,15,6,14,25,0
20,44503,665,164,52,103,5,8,44,1,1,7,0
56786,21,812,856,52,64,1,4,20,6,14,25,0
56786,21,812,856,52,64,1,4,20,6,14,25,0
54854,25,282,271,40,61,3,4,3054,1,2,7,0
54860,25,282,271,40,61,1,5,3020,1,2,7,0
54850,25,282,271,40,61,1,5,3086,1,2,7,0
25,54860,113,40,113,76,0,0,0,1,1,1,0
25,54854,113,40,113,76,0,0,0,1,1,1,0
25,54850,113,40,113,76,0,0,0,1,1,1,0
37746,22,4908,5358,52,218,1,4,355,13,25,46,0
37746,22,4908,5358,52,218,1,4,355,13,25,46,0
37748,22,4892,4318,52,195,2,4,450,13,25,46,0
37748,22,4892,4318,52,195,2,4,450,13,25,46,0
37750,22,4908,5358,52,218,1,4,451,13,25,46,0
37750,22,4908,5358,52,218,1,4,451,13,25,46,0
47542,8180,763,9395,52,461,2,4,9,1,2,21,0
37636,80,446,1340,52,178,4,4,23,1,2,9,0
37760,22,4892,4318,52,195,1,4,406,13,25,46,0
20,44979,665,164,52,103,7,14,24,1,1,7,0
56806,21,812,856,52,64,1,4,18,6,14,25,0
56806,21,812,856,52,64,1,4,18,6,14,25,0
42450,139,100,60,40,53,18,29,0,0,0,1,0
55850,445,216,164,52,54,7,7,19,0,0,6,0
47560,8180,763,9395,52,461,1,6,10,1,2,21,0
20,43061,665,164,52,103,5,9,16,1,1,7,0
56818,21,811,856,52,64,1,4,14,6,14,25,0
56818,21,811,856,52,64,1,4,14,6,14,25,0
47570,8180,763,9395,52,461,1,5,9,1,2,21,0
37666,80,446,1340,52,178,4,4,20,1,2,9,0
54904,25,322,384,40,64,4,4,2504,1,3,8,0
37792,22,4892,4318,52,195,2,4,451,13,25,46,0
42484,139,100,60,40,53,14,21,0,0,0,1,0
55884,445,216,164,52,54,7,8,17,0,0,6,0
42496,139,100,60,40,53,18,30,0,0,0,1,0
55896,445,216,164,52,54,7,7,19,0,0,6,0
54948,25,282,384,40,66,1,6,2504,1,3,8,0
54948,25,282,384,40,66,1,6,2504,1,3,8,0
54948,25,40,0,40,40,0,0,0,0,0,0,0
37818,22,4892,4318,52,195,1,4,450,13,25,46,0
37818,22,4892,4318,52,195,1,4,450,13,25,46,0
47610,8180,763,9395,52,461,4,4,8,1,2,21,0
37822,22,4892,4318,52,195,1,4,447,13,25,46,0
37828,22,4892,4318,52,195,1,4,451,13,25,46,0
37828,22,4892,4318,52,195,1,4,451,13,25,46,0
47620,8180,763,9395,52,461,4,4,8,1,2,21,0
20,58747,665,164,52,103,6,9,17,1,1,7,0
56876,21,812,856,52,64,1,3,14,6,14,25,0
56876,21,812,856,52,64,1,3,14,6,14,25,0
42518,139,100,60,40,53,11,27,0,0,0,1,0
55918,445,216,164,52,54,4,5,13,0,0,6,0
47632,8180,763,9395,52,461,4,4,9,1,2,21,0
42528,139,100,60,40,53,15,26,0,0,0,1,0
55928,445,216,164,52,54,7,7,19,0,0,6,0
37728,80,446,1340,52,178,4,4,20,1,2,9,0
37850,22,4892,4318,52,195,1,4,451,13,25,46,0
37850,22,4892,4318,52,195,1,4,451,13,25,46,0
42536,139,100,60,40,53,15,25,0,0,0,1,0
55936,445,216,164,52,54,7,7,20,0,0,6,0
20,45185,665,164,52,103,6,9,16,1,1,7,0
56900,21,812,856,52,64,1,4,14,6,14,25,0
56900,21,812,856,52,64,1,4,14,6,14,25,0
42542,139,100,60,40,53,17,31,0,0,0,1,0
55942,445,216,164,52,54,4,4,17,0,0,6,0
47652,8180,763,9395,52,461,2,5,10,1,2,21,0
42548,139,100,60,40,53,20,30,0,0,0,1,0
55948,445,216,164,52,54,6,7,17,0,0,6,0
42554,139,100,60,40,53,17,29,0,0,0,1,0
55954,445,216,164,52,54,6,6,19,0,0,6,0
20,59323,665,164,52,103,5,9,16,1,1,7,0
56918,21,812,856,52,64,1,4,15,6,14,25,0
56918,21,812,856,52,64,1,4,15,6,14,25,0
47668,8180,763,9395,52,461,1,4,8,1,2,21,0
37882,22,4908,5358,52,218,2,4,450,13,25,46,0
55018,25,282,271,40,61,4,4,3335,1,2,7,0
25,55018,113,40,113,76,0,0,0,1,1,1,0
37888,22,4892,4318,52,195,2,4,450,13,25,46,0
37770,80,446,1340,52,178,4,4,14,1,2,9,0
20,56009,665,164,52,103,5,9,16,1,1,7,0
56936,21,760,856,52,64,2,4,14,6,14,24,0
20,44493,665,164,52,103,5,8,14,1,1,7,0
56938,21,812,856,52,64,1,4,13,6,14,25,0
56938,21,812,856,52,64,1,4,13,6,14,25,0
37782,80,446,1340,52,178,4,4,16,1,2,9,0
47698,8180,763,9395,52,461,1,4,10,1,2,21,0
37790,80,446,1340,52,178,5,5,18,1,2,9,0
20,56645,665,164,52,103,4,8,14,1,1,7,0
56956,21,811,804,52,64,3,3,13,6,14,24,0
55036,25,322,384,40,64,1,4,2503,1,3,8,0
37914,22,4892,4318,52,195,1,4,451,13,25,46,0
37914,22,4892,4318,52,195,1,4,451,13,25,46,0
42600,139,100,60,40,53,16,28,0,0,0,1,0
56000,445,216,164,52,54,6,8,22,0,0,6,0
37800,80,446,1340,52,178,4,4,15,1,2,9,0
37922,22,4892,4318,52,195,1,3,450,13,25,46,0
47714,8180,763,9395,52,461,2,4,9,1,2,21,0
47716,8180,763,9395,52,461,1,4,9,1,2,21,0
37928,22,4908,5358,52,218,1,4,356,13,25,46,0
37928,22,4908,5358,52,218,1,4,356,13,25,46,0
42614,139,100,60,40,53,20,27,0,0,0,1,0
56014,445,216,164,52,54,4,4,17,0,0,6,0
42620,139,100,60,40,53,13,25,0,0,0,1,0
56020,445,216,164,52,54,8,8,20,0,0,6,0
37942,22,4908,5358,52,218,0,4,451,13,25,46,0
37942,22,4908,5358,52,218,0,4,451,13,25,46,0
20,34759,665,164,52,103,5,8,14,1,1,7,0
56988,21,812,856,52,64,1,4,14,6,14,25,0
56988,21,812,856,52,64,1,4,14,6,14,25,0
42630,139,100,60,40,53,10,19,0,0,0,1,0
56030,445,216,164,52,54,4,5,13,0,0,6,0
42634,139,100,60,40,53,10,18,0,0,0,1,0
56034,445,216,164,52,54,6,6,15,0,0,6,0
20,60255,665,164,52,103,5,9,17,1,1,7,0
57002,21,759,856,52,64,3,4,15,6,14,24,0
47752,8180,763,9395,52,461,2,5,10,1,2,21,0
55092,25,282,384,40,66,1,5,2505,1,3,8,0
55092,25,282,384,40,66,1,5,2505,1,3,8,0
55092,25,40,0,40,40,0,0,0,0,0,0,0
55100,25,282,271,40,61,1,4,3335,1,2,7,0
25,55100,113,40,113,76,0,0,0,1,1,1,0
37970,22,4892,4318,52,195,3,4,450,13,25,46,0
37970,22,4892,4318,52,195,3,4,450,13,25,46,0
47762,8180,763,9395,52,461,1,4,9,1,2,21,0
37976,22,4856,5358,52,222,2,4,449,13,25,45,0
55110,25,282,384,40,66,3,4,2503,1,3,8,0
55110,25,282,384,40,66,3,4,2503,1,3,8,0
55110,25,40,0,40,40,0,0,0,0,0,0,0
37982,22,4908,5358,52,218,1,4,450,13,25,46,0
37982,22,4908,5358,52,218,1,4,450,13,25,46,0
20,48845,665,164,52,103,5,10,16,1,1,7,0
57028,21,812,856,52,64,2,4,14,6,14,25,0
57028,21,812,856,52,64,2,4,14,6,14,25,0
20,35851,665,164,52,103,5,8,24,1,1,7,0
57036,21,811,856,52,64,0,4,16,6,14,25,0
57036,21,811,856,52,64,0,4,16,6,14,25,0
55122,25,282,271,40,61,11,4,2830,1,2,7,0
55120,25,282,271,40,61,1,5,2845,1,2,7,0
25,55122,113,40,113,76,0,0,0,1,1,1,0
25,55120,113,40,113,76,0,0,0,1,1,1,0
58484,1025,60,40,60,50,0,0,0,0,0,1,1
38476,113,60,40,60,50,0,0,0,0,0,1,1
34212,143,60,40,60,50,0,0,0,0,0,1,1
42258,110,60,40,60,50,0,0,0,0,0,1,1
45356,587,60,40,60,50,0,0,0,0,0,1,1
45758,5900,224,60,52,56,8,8,0,0,0,3,1
34744,993,60,40,60,50,0,0,0,0,0,1,1
33718,995,60,40,60,50,0,0,0,0,0,1,1
37452,554,60,40,60,50,0,0,0,0,0,1,1
40204,1720,60,40,60,50,0,0,0,0,0,1,1
38200,135,60,40,60,50,0,0,0,0,0,1,1
51422,1723,60,40,60,50,0,0,0,0,0,1,1
54908,443,60,40,60,50,0,0,0,0,0,1,1
50276,256,60,40,60,50,0,0,0,0,0,1,1
44140,111,164,60,52,56,8,8,0,0,0,3,1
46088,8888,60,40,60,50,0,0,0,0,0,1,1
53032,23,164,60,52,56,8,8,0,0,0,3,1
32816,199,60,40,60,50,0,0,0,0,0,1,1
49454,8080,60,40,60,50,0,0,0,0,0,1,1
48012,3389,60,40,60,50,0,0,0,0,0,1,1
48162,2605,60,40,60,50,0,0,0,0,0,1,1
5900,45758,64,40,64,52,0,0,0,1,1,1,1
59172,4006,60,40,60,50,0,0,0,0,0,1,1
39656,1641,60,40,60,50,0,0,0,0,0,1,1
41498,2161,60,40,60,50,0,0,0,0,0,1,1
56344,106,60,40,60,50,0,0,0,0,0,1,1
51898,1059,60,40,60,50,0,0,0,0,0,1,1
47398,2522,60,40,60,50,0,0,0,0,0,1,1
54830,8086,60,40,60,50,0,0,0,0,0,1,1
57084,21,164,132,52,59,5,6,236,0,1,4,1
57084,21,164,132,52,59,5,6,236,0,1,4,1
36100,1036,60,40,60,50,0,0,0,0,0,1,1
33870,109,60,40,60,50,0,0,0,0,0,1,1
45434,2068,60,40,60,50,0,0,0,0,0,1,1
45948,9503,60,40,60,50,0,0,0,0,0,1,1
33878,1863,60,40,60,50,0,0,0,0,0,1,1
32854,8254,60,40,60,50,0,0,0,0,0,1,1
34118,6788,60,40,60,50,0,0,0,0,0,1,1
35692,90,60,40,60,50,0,0,0,0,0,1,1
38048,22,164,60,52,56,5,5,0,0,0,3,1
57992,35500,60,40,60,50,0,0,0,0,0,1,1
50556,25735,60,40,60,50,0,0,0,0,0,1,1
37930,80,164,60,52,56,5,5,0,0,0,3,1
38370,1113,60,40,60,50,0,0,0,0,0,1,1
47794,1000,60,40,60,50,0,0,0,0,0,1,1
59874,53,164,60,52,56,5,5,0,0,0,3,1
49176,1972,60,40,60,50,0,0,0,0,0,1,1
36520,3371,60,40,60,50,0,0,0,0,0,1,1
35214,5730,60,40,60,50,0,0,0,0,0,1,1
47934,5911,60,40,60,50,0,0,0,0,0,1,1
55188,25,164,60,52,56,5,5,0,0,0,3,1
53354,8300,60,40,60,50,0,0,0,0,0,1,1
55796,8045,60,40,60,50,0,0,0,0,0,1,1
56142,445,164,60,52,56,4,4,0,0,0,3,1
44044,1024,60,40,60,50,0,0,0,0,0,1,1
36936,1104,60,40,60,50,0,0,0,0,0,1,1
58158,2135,60,40,60,50,0,0,0,0,0,1,1
40862,2043,60,40,60,50,0,0,0,0,0,1,1
36542,2607,60,40,60,50,0,0,0,0,0,1,1
54266,17,60,40,60,50,0,0,0,0,0,1,1
42746,139,164,60,52,56,4,4,0,0,0,3,1
52972,119,60,40,60,50,0,0,0,0,0,1,1
47856,9898,60,40,60,50,0,0,0,0,0,1,1
40708,7920,60,40,60,50,0,0,0,0,0,1,1
55800,4111,60,40,60,50,0,0,0,0,0,1,1
50108,3306,164,60,52,56,8,8,0,0,0,3,1
49102,1053,60,40,60,50,0,0,0,0,0,1,1
33250,1098,60,40,60,50,0,0,0,0,0,1,1
40246,2099,60,40,60,50,0,0,0,0,0,1,1
47536,52673,60,40,60,50,0,0,0,0,0,1,1
57076,10629,60,40,60,50,0,0,0,0,0,1,1
57632,15742,60,40,60,50,0,0,0,0,0,1,1
42022,481,60,40,60,50,0,0,0,0,0,1,1
51478,1151,60,40,60,50,0,0,0,0,0,1,1
38934,1082,60,40,60,50,0,0,0,0,0,1,1
37192,9943,60,40,60,50,0,0,0,0,0,1,1
57300,81,60,40,60,50,0,0,0,0,0,1,1
35572,10180,60,40,60,50,0,0,0,0,0,1,1
60134,6901,60,40,60,50,0,0,0,0,0,1,1
47872,19842,60,40,60,50,0,0,0,0,0,1,1
32944,7778,60,40,60,50,0,0,0,0,0,1,1
52838,9207,60,40,60,50,0,0,0,0,0,1,1
46996,163,60,40,60,50,0,0,0,0,0,1,1
49824,6547,60,40,60,50,0,0,0,0,0,1,1
57084,21,40,0,40,40,0,0,0,0,0,0,1
50340,1216,60,40,60,50,0,0,0,0,0,1,1
39124,1521,60,40,60,50,0,0,0,0,0,1,1
41810,9011,60,40,60,50,0,0,0,0,0,1,1
36802,2601,60,40,60,50,0,0,0,0,0,1,1
33048,2003,60,40,60,50,0,0,0,0,0,1,1
47060,28201,60,40,60,50,0,0,0,0,0,1,1
49688,1494,60,40,60,50,0,0,0,0,0,1,1
58710,2004,60,40,60,50,0,0,0,0,0,1,1
55966,5298,60,40,60,50,0,0,0,0,0,1,1
33548,4443,60,40,60,50,0,0,0,0,0,1,1
55978,464,60,40,60,50,0,0,0,0,0,1,1
37548,3390,60,40,60,50,0,0,0,0,0,1,1
58056,211,60,40,60,50,0,0,0,0,0,1,1
38800,1039,60,40,60,50,0,0,0,0,0,1,1
52416,8007,60,40,60,50,0,0,0,0,0,1,1
51880,32773,60,40,60,50,0,0,0,0,0,1,1
48740,1198,60,40,60,50,0,0,0,0,0,1,1
52114,8031,60,40,60,50,0,0,0,0,0,1,1
57650,2399,60,40,60,50,0,0,0,0,0,1,1
