@RELATION "dataset ONOS"

@ATTRIBUTE Src-Port NUMERIC
@ATTRIBUTE Dst-Port NUMERIC
@ATTRIBUTE Total-Len-Fwd-Pkts NUMERIC
@ATTRIBUTE Total-Len-Bwd-Pkts NUMERIC
@ATTRIBUTE Fwd-Pkt-Len-Min NUMERIC
@ATTRIBUTE Pkt-Len-Mean NUMERIC
@ATTRIBUTE Flow-IAT-Min NUMERIC
@ATTRIBUTE Fwd-IAT-Min NUMERIC
@ATTRIBUTE Bwd-IAT-Mean NUMERIC
@ATTRIBUTE Fwd-PSH-Flags NUMERIC
@ATTRIBUTE PSH-Flag-Cnt NUMERIC
@ATTRIBUTE ACK-Flag-Cnt NUMERIC
@ATTRIBUTE Label {0, 1}

@DATA
44350,1093,60,40,60,50,0,0,0,0,0,1,1
37216,7800,60,40,60,50,0,0,0,0,0,1,1
52464,7443,60,40,60,50,0,0,0,0,0,1,1
57042,444,60,40,60,50,0,0,0,0,0,1,1
59732,4,60,40,60,50,0,0,0,0,0,1,1
48474,3351,60,40,60,50,0,0,0,0,0,1,1
39136,5050,60,40,60,50,0,0,0,0,0,1,1
60786,16993,60,40,60,50,0,0,0,0,0,1,1
46018,1068,60,40,60,50,0,0,0,0,0,1,1
41844,648,60,40,60,50,0,0,0,0,0,1,1
45020,543,60,40,60,50,0,0,0,0,0,1,1
38292,500,60,40,60,50,0,0,0,0,0,1,1
52448,1700,60,40,60,50,0,0,0,0,0,1,1
54572,44442,60,40,60,50,0,0,0,0,0,1,1
52014,2968,60,40,60,50,0,0,0,0,0,1,1
50084,3998,60,40,60,50,0,0,0,0,0,1,1
48364,2393,60,40,60,50,0,0,0,0,0,1,1
39654,1132,60,40,60,50,0,0,0,0,0,1,1
49088,55056,60,40,60,50,0,0,0,0,0,1,1
34970,726,60,40,60,50,0,0,0,0,0,1,1
55126,9998,60,40,60,50,0,0,0,0,0,1,1
47206,4005,60,40,60,50,0,0,0,0,0,1,1
59748,5051,60,40,60,50,0,0,0,0,0,1,1
40350,1099,164,60,52,56,7,7,0,0,0,3,1
46704,407,60,40,60,50,0,0,0,0,0,1,1
51422,2401,60,40,60,50,0,0,0,0,0,1,1
56602,1801,60,40,60,50,0,0,0,0,0,1,1
58840,2811,60,40,60,50,0,0,0,0,0,1,1
48664,1092,60,40,60,50,0,0,0,0,0,1,1
49436,100,60,40,60,50,0,0,0,0,0,1,1
60846,8085,60,40,60,50,0,0,0,0,0,1,1
42416,1108,60,40,60,50,0,0,0,0,0,1,1
34420,12345,60,40,60,50,0,0,0,0,0,1,1
39312,32,60,40,60,50,0,0,0,0,0,1,1
41858,5679,60,40,60,50,0,0,0,0,0,1,1
53196,7911,60,40,60,50,0,0,0,0,0,1,1
47098,1583,60,40,60,50,0,0,0,0,0,1,1
57210,1154,60,40,60,50,0,0,0,0,0,1,1
51906,2701,60,40,60,50,0,0,0,0,0,1,1
47522,3546,60,40,60,50,0,0,0,0,0,1,1
34200,54328,60,40,60,50,0,0,0,0,0,1,1
42642,5999,60,40,60,50,0,0,0,0,0,1,1
50058,3801,60,40,60,50,0,0,0,0,0,1,1
51448,3017,60,40,60,50,0,0,0,0,0,1,1
48706,1300,60,40,60,50,0,0,0,0,0,1,1
35920,20,60,40,60,50,0,0,0,0,0,1,1
53222,12265,60,40,60,50,0,0,0,0,0,1,1
48054,49400,60,40,60,50,0,0,0,0,0,1,1
41882,2005,60,40,60,50,0,0,0,0,0,1,1
53308,27715,60,40,60,50,0,0,0,0,0,1,1
38348,20000,60,40,60,50,0,0,0,0,0,1,1
34922,2042,60,40,60,50,0,0,0,0,0,1,1
44626,1102,60,40,60,50,0,0,0,0,0,1,1
41708,32781,60,40,60,50,0,0,0,0,0,1,1
38582,417,60,40,60,50,0,0,0,0,0,1,1
52550,89,60,40,60,50,0,0,0,0,0,1,1
34148,9081,60,40,60,50,0,0,0,0,0,1,1
53942,7402,60,40,60,50,0,0,0,0,0,1,1
36274,1718,60,40,60,50,0,0,0,0,0,1,1
49220,5431,60,40,60,50,0,0,0,0,0,1,1
33198,259,60,40,60,50,0,0,0,0,0,1,1
50038,668,60,40,60,50,0,0,0,0,0,1,1
49260,3878,60,40,60,50,0,0,0,0,0,1,1
57290,49152,60,40,60,50,0,0,0,0,0,1,1
60538,1812,60,40,60,50,0,0,0,0,0,1,1
49888,9,60,40,60,50,0,0,0,0,0,1,1
52876,55055,60,40,60,50,0,0,0,0,0,1,1
60392,1028,60,40,60,50,0,0,0,0,0,1,1
52854,1145,60,40,60,50,0,0,0,0,0,1,1
53760,6502,60,40,60,50,0,0,0,0,0,1,1
33636,1433,60,40,60,50,0,0,0,0,0,1,1
43438,5959,60,40,60,50,0,0,0,0,0,1,1
36618,999,60,40,60,50,0,0,0,0,0,1,1
58826,10000,60,40,60,50,0,0,0,0,0,1,1
47110,1123,60,40,60,50,0,0,0,0,0,1,1
59516,1064,60,40,60,50,0,0,0,0,0,1,1
44010,8200,60,40,60,50,0,0,0,0,0,1,1
53800,13783,60,40,60,50,0,0,0,0,0,1,1
52818,7512,60,40,60,50,0,0,0,0,0,1,1
45762,33354,60,40,60,50,0,0,0,0,0,1,1
38010,1666,60,40,60,50,0,0,0,0,0,1,1
52416,2010,60,40,60,50,0,0,0,0,0,1,1
42428,9000,60,40,60,50,0,0,0,0,0,1,1
50198,84,60,40,60,50,0,0,0,0,0,1,1
60832,1105,60,40,60,50,0,0,0,0,0,1,1
43518,17988,60,40,60,50,0,0,0,0,0,1,1
33770,3322,60,40,60,50,0,0,0,0,0,1,1
48078,705,60,40,60,50,0,0,0,0,0,1,1
42118,1021,60,40,60,50,0,0,0,0,0,1,1
48904,4449,60,40,60,50,0,0,0,0,0,1,1
33152,8000,60,40,60,50,0,0,0,0,0,1,1
33272,2038,60,40,60,50,0,0,0,0,0,1,1
34550,9009,60,40,60,50,0,0,0,0,0,1,1
57402,1600,60,40,60,50,0,0,0,0,0,1,1
56376,5961,60,40,60,50,0,0,0,0,0,1,1
38046,50001,60,40,60,50,0,0,0,0,0,1,1
59090,6156,60,40,60,50,0,0,0,0,0,1,1
56758,6969,60,40,60,50,0,0,0,0,0,1,1
47650,5862,60,40,60,50,0,0,0,0,0,1,1
59834,1417,60,40,60,50,0,0,0,0,0,1,1
50336,254,60,40,60,50,0,0,0,0,0,1,1
45354,9595,60,40,60,50,0,0,0,0,0,1,1
58070,1042,60,40,60,50,0,0,0,0,0,1,1
37154,64623,60,40,60,50,0,0,0,0,0,1,1
43898,9418,60,40,60,50,0,0,0,0,0,1,1
58678,1055,60,40,60,50,0,0,0,0,0,1,1
40964,5357,60,40,60,50,0,0,0,0,0,1,1
53024,1041,60,40,60,50,0,0,0,0,0,1,1
33292,4001,60,40,60,50,0,0,0,0,0,1,1
45384,406,60,40,60,50,0,0,0,0,0,1,1
50990,4000,60,40,60,50,0,0,0,0,0,1,1
59174,34572,60,40,60,50,0,0,0,0,0,1,1
49626,20005,60,40,60,50,0,0,0,0,0,1,1
47096,1272,60,40,60,50,0,0,0,0,0,1,1
38348,3,60,40,60,50,0,0,0,0,0,1,1
51714,10004,60,40,60,50,0,0,0,0,0,1,1
43846,2046,60,40,60,50,0,0,0,0,0,1,1
42914,3372,60,40,60,50,0,0,0,0,0,1,1
46850,3920,60,40,60,50,0,0,0,0,0,1,1
41124,545,60,40,60,50,0,0,0,0,0,1,1
58352,1533,60,40,60,50,0,0,0,0,0,1,1
56486,9593,60,40,60,50,0,0,0,0,0,1,1
41200,340,60,40,60,50,0,0,0,0,0,1,1
56810,6969,60,40,60,50,0,0,0,0,0,1,1
47702,5862,60,40,60,50,0,0,0,0,0,1,1
59886,1417,60,40,60,50,0,0,0,0,0,1,1
50388,254,60,40,60,50,0,0,0,0,0,1,1
45406,9595,60,40,60,50,0,0,0,0,0,1,1
58122,1042,60,40,60,50,0,0,0,0,0,1,1
37206,64623,60,40,60,50,0,0,0,0,0,1,1
43950,9418,60,40,60,50,0,0,0,0,0,1,1
58730,1055,60,40,60,50,0,0,0,0,0,1,1
41016,5357,60,40,60,50,0,0,0,0,0,1,1
53076,1041,60,40,60,50,0,0,0,0,0,1,1
33344,4001,60,40,60,50,0,0,0,0,0,1,1
45436,406,60,40,60,50,0,0,0,0,0,1,1
51042,4000,60,40,60,50,0,0,0,0,0,1,1
59226,34572,60,40,60,50,0,0,0,0,0,1,1
49678,20005,60,40,60,50,0,0,0,0,0,1,1
47148,1272,60,40,60,50,0,0,0,0,0,1,1
38400,3,60,40,60,50,0,0,0,0,0,1,1
51766,10004,60,40,60,50,0,0,0,0,0,1,1
43898,2046,60,40,60,50,0,0,0,0,0,1,1
42966,3372,60,40,60,50,0,0,0,0,0,1,1
46902,3920,60,40,60,50,0,0,0,0,0,1,1
41176,545,60,40,60,50,0,0,0,0,0,1,1
58404,1533,60,40,60,50,0,0,0,0,0,1,1
56538,9593,60,40,60,50,0,0,0,0,0,1,1
41252,340,60,40,60,50,0,0,0,0,0,1,1
57968,15002,60,40,60,50,0,0,0,0,0,1,1
57484,13722,60,40,60,50,0,0,0,0,0,1,1
46474,3333,60,40,60,50,0,0,0,0,0,1,1
49202,7000,60,40,60,50,0,0,0,0,0,1,1
47916,903,60,40,60,50,0,0,0,0,0,1,1
37188,1095,60,40,60,50,0,0,0,0,0,1,1
46228,4126,60,40,60,50,0,0,0,0,0,1,1
40786,2998,60,40,60,50,0,0,0,0,0,1,1
42920,1089,60,40,60,50,0,0,0,0,0,1,1
38846,43,60,40,60,50,0,0,0,0,0,1,1
55998,212,60,40,60,50,0,0,0,0,0,1,1
45518,1236,60,40,60,50,0,0,0,0,0,1,1
56242,5915,60,40,60,50,0,0,0,0,0,1,1
52396,8402,60,40,60,50,0,0,0,0,0,1,1
54454,7921,60,40,60,50,0,0,0,0,0,1,1
49952,3325,60,40,60,50,0,0,0,0,0,1,1
50006,843,60,40,60,50,0,0,0,0,0,1,1
33752,593,60,40,60,50,0,0,0,0,0,1,1
50120,2111,60,40,60,50,0,0,0,0,0,1,1
50908,5678,60,40,60,50,0,0,0,0,0,1,1
36186,255,60,40,60,50,0,0,0,0,0,1,1
52614,9220,60,40,60,50,0,0,0,0,0,1,1
32924,749,60,40,60,50,0,0,0,0,0,1,1
36940,57797,60,40,60,50,0,0,0,0,0,1,1
32988,1755,60,40,60,50,0,0,0,0,0,1,1
51386,1038,60,40,60,50,0,0,0,0,0,1,1
59976,3269,60,40,60,50,0,0,0,0,0,1,1
37666,5555,60,40,60,50,0,0,0,0,0,1,1
36958,1658,60,40,60,50,0,0,0,0,0,1,1
58426,1169,60,40,60,50,0,0,0,0,0,1,1
37534,1073,60,40,60,50,0,0,0,0,0,1,1
36886,3869,60,40,60,50,0,0,0,0,0,1,1
53122,465,60,40,60,50,0,0,0,0,0,1,1
35610,52822,60,40,60,50,0,0,0,0,0,1,1
41500,16113,60,40,60,50,0,0,0,0,0,1,1
42302,1058,60,40,60,50,0,0,0,0,0,1,1
33650,9200,60,40,60,50,0,0,0,0,0,1,1
34130,1783,60,40,60,50,0,0,0,0,0,1,1
58534,2048,60,40,60,50,0,0,0,0,0,1,1
41934,3300,60,40,60,50,0,0,0,0,0,1,1
49608,1070,60,40,60,50,0,0,0,0,0,1,1
53992,1121,60,40,60,50,0,0,0,0,0,1,1
51488,14442,60,40,60,50,0,0,0,0,0,1,1
49962,50636,60,40,60,50,0,0,0,0,0,1,1
58266,4045,60,40,60,50,0,0,0,0,0,1,1
59376,49,60,40,60,50,0,0,0,0,0,1,1
37934,3551,60,40,60,50,0,0,0,0,0,1,1
49740,1192,60,40,60,50,0,0,0,0,0,1,1
36056,9929,60,40,60,50,0,0,0,0,0,1,1
36112,2323,60,40,60,50,0,0,0,0,0,1,1
50598,880,60,40,60,50,0,0,0,0,0,1,1
53290,6667,164,60,52,56,8,8,0,0,0,3,1
53162,465,60,40,60,50,0,0,0,0,0,1,1
35650,52822,60,40,60,50,0,0,0,0,0,1,1
41540,16113,60,40,60,50,0,0,0,0,0,1,1
42342,1058,60,40,60,50,0,0,0,0,0,1,1
33690,9200,60,40,60,50,0,0,0,0,0,1,1
34170,1783,60,40,60,50,0,0,0,0,0,1,1
58574,2048,60,40,60,50,0,0,0,0,0,1,1
41974,3300,60,40,60,50,0,0,0,0,0,1,1
37238,6669,60,40,60,50,0,0,0,0,0,1,1
52126,1047,60,40,60,50,0,0,0,0,0,1,1
45454,3690,60,40,60,50,0,0,0,0,0,1,1
54852,65389,60,40,60,50,0,0,0,0,0,1,1
37678,2045,60,40,60,50,0,0,0,0,0,1,1
46068,3871,60,40,60,50,0,0,0,0,0,1,1
57818,40911,60,40,60,50,0,0,0,0,0,1,1
58268,6129,60,40,60,50,0,0,0,0,0,1,1
50596,7627,60,40,60,50,0,0,0,0,0,1,1
38830,26,60,40,60,50,0,0,0,0,0,1,1
38166,1131,60,40,60,50,0,0,0,0,0,1,1
33476,88,60,40,60,50,0,0,0,0,0,1,1
50350,1840,60,40,60,50,0,0,0,0,0,1,1
42356,49158,60,40,60,50,0,0,0,0,0,1,1
56302,42510,60,40,60,50,0,0,0,0,0,1,1
36082,2500,60,40,60,50,0,0,0,0,0,1,1
42850,563,60,40,60,50,0,0,0,0,0,1,1
42828,20221,60,40,60,50,0,0,0,0,0,1,1
45240,3030,60,40,60,50,0,0,0,0,0,1,1
57844,40911,60,40,60,50,0,0,0,0,0,1,1
58294,6129,60,40,60,50,0,0,0,0,0,1,1
50622,7627,60,40,60,50,0,0,0,0,0,1,1
38856,26,60,40,60,50,0,0,0,0,0,1,1
38192,1131,60,40,60,50,0,0,0,0,0,1,1
33502,88,60,40,60,50,0,0,0,0,0,1,1
57644,6779,60,40,60,50,0,0,0,0,0,1,1
60952,5859,60,40,60,50,0,0,0,0,0,1,1
53402,2260,60,40,60,50,0,0,0,0,0,1,1
49992,5002,60,40,60,50,0,0,0,0,0,1,1
55672,23502,60,40,60,50,0,0,0,0,0,1,1
59016,1719,60,40,60,50,0,0,0,0,0,1,1
41264,99,60,40,60,50,0,0,0,0,0,1,1
43542,5815,60,40,60,50,0,0,0,0,0,1,1
36606,898,60,40,60,50,0,0,0,0,0,1,1
47026,15003,60,40,60,50,0,0,0,0,0,1,1
36594,82,60,40,60,50,0,0,0,0,0,1,1
37984,52869,60,40,60,50,0,0,0,0,0,1,1
57686,50002,60,40,60,50,0,0,0,0,0,1,1
49702,2383,60,40,60,50,0,0,0,0,0,1,1
53226,1030,60,40,60,50,0,0,0,0,0,1,1
51708,10616,60,40,60,50,0,0,0,0,0,1,1
34788,4567,60,40,60,50,0,0,0,0,0,1,1
50846,27356,60,40,60,50,0,0,0,0,0,1,1
52168,1090,60,40,60,50,0,0,0,0,0,1,1
40052,3703,60,40,60,50,0,0,0,0,0,1,1
54394,2909,60,40,60,50,0,0,0,0,0,1,1
58104,6565,60,40,60,50,0,0,0,0,0,1,1
50410,1022,60,40,60,50,0,0,0,0,0,1,1
60946,1984,60,40,60,50,0,0,0,0,0,1,1
52970,1138,60,40,60,50,0,0,0,0,0,1,1
47984,2009,60,40,60,50,0,0,0,0,0,1,1
38404,5825,60,40,60,50,0,0,0,0,0,1,1
46958,2869,60,40,60,50,0,0,0,0,0,1,1
51560,2103,60,40,60,50,0,0,0,0,0,1,1
51932,16018,60,40,60,50,0,0,0,0,0,1,1
35098,1029,60,40,60,50,0,0,0,0,0,1,1
39930,32783,60,40,60,50,0,0,0,0,0,1,1
50618,40193,60,40,60,50,0,0,0,0,0,1,1
47554,1026,60,40,60,50,0,0,0,0,0,1,1
34304,687,60,40,60,50,0,0,0,0,0,1,1
59568,2021,60,40,60,50,0,0,0,0,0,1,1
45412,5510,60,40,60,50,0,0,0,0,0,1,1
47058,5061,60,40,60,50,0,0,0,0,0,1,1
60026,2000,60,40,60,50,0,0,0,0,0,1,1
46890,1455,60,40,60,50,0,0,0,0,0,1,1
56748,64680,60,40,60,50,0,0,0,0,0,1,1
54522,4445,60,40,60,50,0,0,0,0,0,1,1
40826,416,60,40,60,50,0,0,0,0,0,1,1
34876,49175,60,40,60,50,0,0,0,0,0,1,1
43564,4848,60,40,60,50,0,0,0,0,0,1,1
53480,1248,60,40,60,50,0,0,0,0,0,1,1
32964,1805,60,40,60,50,0,0,0,0,0,1,1
48214,1935,60,40,60,50,0,0,0,0,0,1,1
34814,5925,60,40,60,50,0,0,0,0,0,1,1
52554,1183,60,40,60,50,0,0,0,0,0,1,1
59668,2382,60,40,60,50,0,0,0,0,0,1,1
35498,3914,60,40,60,50,0,0,0,0,0,1,1
48022,60443,60,40,60,50,0,0,0,0,0,1,1
44616,3071,60,40,60,50,0,0,0,0,0,1,1
59000,5009,60,40,60,50,0,0,0,0,0,1,1
34826,5214,60,40,60,50,0,0,0,0,0,1,1
59182,10778,60,40,60,50,0,0,0,0,0,1,1
52818,9010,60,40,60,50,0,0,0,0,0,1,1
53620,15000,60,40,60,50,0,0,0,0,0,1,1
60404,6689,60,40,60,50,0,0,0,0,0,1,1
49764,5904,60,40,60,50,0,0,0,0,0,1,1
60582,16992,60,40,60,50,0,0,0,0,0,1,1
57296,1174,60,40,60,50,0,0,0,0,0,1,1
48180,1097,60,40,60,50,0,0,0,0,0,1,1
37380,1186,60,40,60,50,0,0,0,0,0,1,1
54460,7,60,40,60,50,0,0,0,0,0,1,1
39436,1046,60,40,60,50,0,0,0,0,0,1,1
59682,10010,60,40,60,50,0,0,0,0,0,1,1
54626,3007,60,40,60,50,0,0,0,0,0,1,1
60378,6101,60,40,60,50,0,0,0,0,0,1,1
60080,31038,60,40,60,50,0,0,0,0,0,1,1
51906,514,164,60,52,56,7,7,0,0,0,3,1
45718,8654,60,40,60,50,0,0,0,0,0,1,1
50380,2144,60,40,60,50,0,0,0,0,0,1,1
50254,5001,60,40,60,50,0,0,0,0,0,1,1
47438,6100,60,40,60,50,0,0,0,0,0,1,1
49524,10617,60,40,60,50,0,0,0,0,0,1,1
33744,5101,60,40,60,50,0,0,0,0,0,1,1
52380,32770,60,40,60,50,0,0,0,0,0,1,1
45546,20222,60,40,60,50,0,0,0,0,0,1,1
41688,1061,60,40,60,50,0,0,0,0,0,1,1
60430,9618,60,40,60,50,0,0,0,0,0,1,1
56548,777,60,40,60,50,0,0,0,0,0,1,1
37734,787,60,40,60,50,0,0,0,0,0,1,1
37626,8021,60,40,60,50,0,0,0,0,0,1,1
34814,9002,60,40,60,50,0,0,0,0,0,1,1
49526,5221,60,40,60,50,0,0,0,0,0,1,1
46678,6106,60,40,60,50,0,0,0,0,0,1,1
32790,5910,60,40,60,50,0,0,0,0,0,1,1
56388,992,60,40,60,50,0,0,0,0,0,1,1
48378,2100,60,40,60,50,0,0,0,0,0,1,1
47470,6100,60,40,60,50,0,0,0,0,0,1,1
49556,10617,60,40,60,50,0,0,0,0,0,1,1
33776,5101,60,40,60,50,0,0,0,0,0,1,1
52412,32770,60,40,60,50,0,0,0,0,0,1,1
45578,20222,60,40,60,50,0,0,0,0,0,1,1
41720,1061,60,40,60,50,0,0,0,0,0,1,1
60462,9618,60,40,60,50,0,0,0,0,0,1,1
56580,777,60,40,60,50,0,0,0,0,0,1,1
37766,787,60,40,60,50,0,0,0,0,0,1,1
37658,8021,60,40,60,50,0,0,0,0,0,1,1
34846,9002,60,40,60,50,0,0,0,0,0,1,1
49558,5221,60,40,60,50,0,0,0,0,0,1,1
46710,6106,60,40,60,50,0,0,0,0,0,1,1
32822,5910,60,40,60,50,0,0,0,0,0,1,1
56420,992,60,40,60,50,0,0,0,0,0,1,1
48410,2100,60,40,60,50,0,0,0,0,0,1,1
47502,6100,60,40,60,50,0,0,0,0,0,1,1
49588,10617,60,40,60,50,0,0,0,0,0,1,1
33808,5101,60,40,60,50,0,0,0,0,0,1,1
52444,32770,60,40,60,50,0,0,0,0,0,1,1
45610,20222,60,40,60,50,0,0,0,0,0,1,1
41752,1061,60,40,60,50,0,0,0,0,0,1,1
60494,9618,60,40,60,50,0,0,0,0,0,1,1
56612,777,60,40,60,50,0,0,0,0,0,1,1
37798,787,60,40,60,50,0,0,0,0,0,1,1
37690,8021,60,40,60,50,0,0,0,0,0,1,1
34878,9002,60,40,60,50,0,0,0,0,0,1,1
49590,5221,60,40,60,50,0,0,0,0,0,1,1
46742,6106,60,40,60,50,0,0,0,0,0,1,1
32854,5910,60,40,60,50,0,0,0,0,0,1,1
56452,992,60,40,60,50,0,0,0,0,0,1,1
48442,2100,60,40,60,50,0,0,0,0,0,1,1
47534,6100,60,40,60,50,0,0,0,0,0,1,1
57488,5901,60,40,60,50,0,0,0,0,0,1,1
40944,30,60,40,60,50,0,0,0,0,0,1,1
49036,2013,60,40,60,50,0,0,0,0,0,1,1
50722,1503,60,40,60,50,0,0,0,0,0,1,1
58960,1110,60,40,60,50,0,0,0,0,0,1,1
44394,1083,60,40,60,50,0,0,0,0,0,1,1
59740,1147,60,40,60,50,0,0,0,0,0,1,1
40880,19350,60,40,60,50,0,0,0,0,0,1,1
49090,1271,60,40,60,50,0,0,0,0,0,1,1
40642,5200,60,40,60,50,0,0,0,0,0,1,1
52944,32775,60,40,60,50,0,0,0,0,0,1,1
36560,5060,60,40,60,50,0,0,0,0,0,1,1
52670,8022,60,40,60,50,0,0,0,0,0,1,1
55218,3766,60,40,60,50,0,0,0,0,0,1,1
36530,2001,60,40,60,50,0,0,0,0,0,1,1
35544,3168,60,40,60,50,0,0,0,0,0,1,1
36592,5962,60,40,60,50,0,0,0,0,0,1,1
54854,65129,60,40,60,50,0,0,0,0,0,1,1
53022,1971,60,40,60,50,0,0,0,0,0,1,1
35344,3261,60,40,60,50,0,0,0,0,0,1,1
56430,2809,60,40,60,50,0,0,0,0,0,1,1
43252,5004,60,40,60,50,0,0,0,0,0,1,1
53868,34573,60,40,60,50,0,0,0,0,0,1,1
37592,1,60,40,60,50,0,0,0,0,0,1,1
40176,524,60,40,60,50,0,0,0,0,0,1,1
42762,9666,60,40,60,50,0,0,0,0,0,1,1
42348,7002,60,40,60,50,0,0,0,0,0,1,1
42916,60020,60,40,60,50,0,0,0,0,0,1,1
38166,1501,60,40,60,50,0,0,0,0,0,1,1
47170,2179,60,40,60,50,0,0,0,0,0,1,1
51556,1037,60,40,60,50,0,0,0,0,0,1,1
36364,32779,60,40,60,50,0,0,0,0,0,1,1
57116,52848,60,40,60,50,0,0,0,0,0,1,1
43966,41511,60,40,60,50,0,0,0,0,0,1,1
59048,27353,60,40,60,50,0,0,0,0,0,1,1
44992,5226,60,40,60,50,0,0,0,0,0,1,1
35774,2040,60,40,60,50,0,0,0,0,0,1,1
49996,9502,60,40,60,50,0,0,0,0,0,1,1
59888,3580,60,40,60,50,0,0,0,0,0,1,1
52408,5550,60,40,60,50,0,0,0,0,0,1,1
52386,700,60,40,60,50,0,0,0,0,0,1,1
37304,1217,60,40,60,50,0,0,0,0,0,1,1
33240,2190,60,40,60,50,0,0,0,0,0,1,1
47850,1556,60,40,60,50,0,0,0,0,0,1,1
52104,2107,60,40,60,50,0,0,0,0,0,1,1
50952,5222,60,40,60,50,0,0,0,0,0,1,1
40838,1199,60,40,60,50,0,0,0,0,0,1,1
35366,8800,60,40,60,50,0,0,0,0,0,1,1
58760,548,60,40,60,50,0,0,0,0,0,1,1
53166,5000,60,40,60,50,0,0,0,0,0,1,1
59060,1027,60,40,60,50,0,0,0,0,0,1,1
57698,1119,60,40,60,50,0,0,0,0,0,1,1
56518,1277,60,40,60,50,0,0,0,0,0,1,1
53162,7001,60,40,60,50,0,0,0,0,0,1,1
45722,13,60,40,60,50,0,0,0,0,0,1,1
44202,3001,60,40,60,50,0,0,0,0,0,1,1
38316,7007,60,40,60,50,0,0,0,0,0,1,1
56554,5405,60,40,60,50,0,0,0,0,0,1,1
58648,1065,60,40,60,50,0,0,0,0,0,1,1
60670,32771,60,40,60,50,0,0,0,0,0,1,1
38356,1443,60,40,60,50,0,0,0,0,0,1,1
44600,30951,60,40,60,50,0,0,0,0,0,1,1
57722,1119,60,40,60,50,0,0,0,0,0,1,1
56542,1277,60,40,60,50,0,0,0,0,0,1,1
53186,7001,60,40,60,50,0,0,0,0,0,1,1
39070,512,100,60,40,53,107,201,0,0,0,1,1
45746,13,60,40,60,50,0,0,0,0,0,1,1
44226,3001,60,40,60,50,0,0,0,0,0,1,1
38340,7007,60,40,60,50,0,0,0,0,0,1,1
56578,5405,60,40,60,50,0,0,0,0,0,1,1
58672,1065,60,40,60,50,0,0,0,0,0,1,1
60694,32771,60,40,60,50,0,0,0,0,0,1,1
38380,1443,60,40,60,50,0,0,0,0,0,1,1
44624,30951,60,40,60,50,0,0,0,0,0,1,1
57746,1119,60,40,60,50,0,0,0,0,0,1,1
56566,1277,60,40,60,50,0,0,0,0,0,1,1
39094,512,100,60,40,53,103,162,0,0,0,1,1
53210,7001,60,40,60,50,0,0,0,0,0,1,1
45770,13,60,40,60,50,0,0,0,0,0,1,1
44250,3001,60,40,60,50,0,0,0,0,0,1,1
38364,7007,60,40,60,50,0,0,0,0,0,1,1
56602,5405,60,40,60,50,0,0,0,0,0,1,1
58696,1065,60,40,60,50,0,0,0,0,0,1,1
60718,32771,60,40,60,50,0,0,0,0,0,1,1
38404,1443,60,40,60,50,0,0,0,0,0,1,1
44648,30951,60,40,60,50,0,0,0,0,0,1,1
39118,512,100,60,40,53,63,120,0,0,0,1,1
57770,1119,60,40,60,50,0,0,0,0,0,1,1
56590,1277,60,40,60,50,0,0,0,0,0,1,1
53234,7001,60,40,60,50,0,0,0,0,0,1,1
45794,13,60,40,60,50,0,0,0,0,0,1,1
44274,3001,60,40,60,50,0,0,0,0,0,1,1
38388,7007,60,40,60,50,0,0,0,0,0,1,1
39142,512,164,60,52,56,7,7,0,0,0,3,1
56626,5405,60,40,60,50,0,0,0,0,0,1,1
58720,1065,60,40,60,50,0,0,0,0,0,1,1
60742,32771,60,40,60,50,0,0,0,0,0,1,1
38428,1443,60,40,60,50,0,0,0,0,0,1,1
44672,30951,60,40,60,50,0,0,0,0,0,1,1
60988,1594,60,40,60,50,0,0,0,0,0,1,1
42598,5500,60,40,60,50,0,0,0,0,0,1,1
60064,14238,60,40,60,50,0,0,0,0,0,1,1
48452,7937,60,40,60,50,0,0,0,0,0,1,1
55754,5952,60,40,60,50,0,0,0,0,0,1,1
40978,9876,60,40,60,50,0,0,0,0,0,1,1
47416,79,60,40,60,50,0,0,0,0,0,1,1
60088,1862,60,40,60,50,0,0,0,0,0,1,1
47242,51103,60,40,60,50,0,0,0,0,0,1,1
53128,981,60,40,60,50,0,0,0,0,0,1,1
54644,9099,60,40,60,50,0,0,0,0,0,1,1
46202,1051,60,40,60,50,0,0,0,0,0,1,1
60780,1761,60,40,60,50,0,0,0,0,0,1,1
45422,7676,60,40,60,50,0,0,0,0,0,1,1
56430,10628,60,40,60,50,0,0,0,0,0,1,1
53616,5440,60,40,60,50,0,0,0,0,0,1,1
53980,33,60,40,60,50,0,0,0,0,0,1,1
57912,3809,60,40,60,50,0,0,0,0,0,1,1
51430,1334,60,40,60,50,0,0,0,0,0,1,1
58690,8994,60,40,60,50,0,0,0,0,0,1,1
52968,427,60,40,60,50,0,0,0,0,0,1,1
33062,1998,60,40,60,50,0,0,0,0,0,1,1
46960,1900,60,40,60,50,0,0,0,0,0,1,1
57852,9003,60,40,60,50,0,0,0,0,0,1,1
35328,6002,60,40,60,50,0,0,0,0,0,1,1
40976,9968,60,40,60,50,0,0,0,0,0,1,1
59506,56738,60,40,60,50,0,0,0,0,0,1,1
51434,1033,60,40,60,50,0,0,0,0,0,1,1
45790,44443,60,40,60,50,0,0,0,0,0,1,1
55254,8009,164,60,52,56,7,7,0,0,0,3,1
35650,1100,60,40,60,50,0,0,0,0,0,1,1
58426,5800,60,40,60,50,0,0,0,0,0,1,1
